13/05/2016,1989,0,0,0,TRUE,88,FALSE,FALSE,FALSE,,TRUE
31/05/2016,2005,0,0,0,FALSE,S95,FALSE,FALSE,TRUE,20/05/2016,TRUE
2/06/2016,2004,0,0,0,FALSE,S95,FALSE,FALSE,TRUE,26/05/2016,TRUE
6/09/2016,2005,0,0,0,FALSE,1995,FALSE,FALSE,TRUE,13/05/2016,TRUE
21/06/2016,2004,0,0,0,TRUE,1995,FALSE,FALSE,FALSE,,TRUE
24/06/2016,1999,2,0,1,TRUE,S95,TRUE,FALSE,FALSE,,TRUE
1/08/2016,2003,1,0,2,TRUE,S95,FALSE,FALSE,FALSE,,TRUE
15/07/2016,2001,2,0,3,TRUE,S95,FALSE,FALSE,FALSE,,TRUE
4/08/2016,2005,0,0,0,TRUE,S95,FALSE,FALSE,FALSE,,TRUE
8/08/2016,2006,0,0,0,TRUE,S95,FALSE,FALSE,TRUE,12/08/2016,TRUE
9/08/2016,2003,0,0,0,FALSE,S95,FALSE,FALSE,TRUE,5/07/2016,TRUE
17/08/2016,1999,3,2,0,TRUE,S95,FALSE,FALSE,FALSE,,TRUE
6/10/2016,2004,0,0,0,FALSE,1995,FALSE,FALSE,TRUE,13/05/2016,TRUE
7/10/2016,2006,0,0,1,FALSE,1995,FALSE,FALSE,FALSE,,TRUE
25/10/2016,2002,0,0,2,TRUE,S95,FALSE,FALSE,FALSE,,TRUE
25/10/2016,2005,0,0,0,FALSE,1995,FALSE,FALSE,TRUE,13/06/2016,TRUE
21/11/2016,2003,1,1,0,TRUE,S95,FALSE,FALSE,FALSE,,TRUE
23/02/2015,1999,0,0,0,TRUE,S95,TRUE,FALSE,TRUE,13/07/2015,TRUE
