63,3/03/2015,2003,0,0,1,TRUE,S95,FALSE,FALSE,TRUE,28/05/2015
64,3/11/2015,1989,2,1,0,FALSE,88,TRUE,FALSE,FALSE,
65,3/11/2015,2004,4,1,2,TRUE,S95,FALSE,FALSE,FALSE,
66,18/03/2015,2004,0,0,0,TRUE,S95,FALSE,FALSE,FALSE,
67,16/03/2015,2003,0,0,2,TRUE,S95,TRUE,FALSE,TRUE,19/04/2016
68,23/04/2013,1988,0,0,0,TRUE,88,TRUE,TRUE,FALSE,
69,23/04/2015,2001,2,2,1,TRUE,S95,TRUE,FALSE,FALSE,
70,27/05/2015,1999,0,0,0,FALSE,S95,FALSE,FALSE,TRUE,15/12/2015
71,29/05/2015,2000,0,0,0,TRUE,S95,FALSE,FALSE,FALSE,
72,29/05/2015,2002,4,0,1,FALSE,S95,FALSE,FALSE,FALSE,
73,14/08/2015,1989,1,1,0,TRUE,88,TRUE,TRUE,FALSE,
74,25/08/2015,2005,0,0,0,TRUE,S95,FALSE,FALSE,FALSE,18/04/2016
75,8/09/2015,2004,0,0,0,TRUE,1995,FALSE,FALSE,FALSE,
76,9/08/2015,2002,0,0,0,TRUE,S95,FALSE,FALSE,TRUE,30/06/2016
77,29/09/2015,2003,2,0,1,FALSE,S95,FALSE,FALSE,TRUE,8/04/2016
78,15/10/2015,2005,2,0,1,TRUE,1995,FALSE,FALSE,FALSE,
79,15/10/2015,2005,3,0,1,TRUE,1995,FALSE,FALSE,FALSE,
80,15/10/2015,1994,0,0,0,TRUE,S95,FALSE,FALSE,TRUE,18/05/2016
81,24/11/2015,2003,2,0,0,TRUE,S95,FALSE,FALSE,TRUE,13/05/2016
82,24/11/2015,2002,0,0,0,TRUE,S95,FALSE,FALSE,TRUE,22/04/2016
83,24/11/2015,2000,0,0,2,TRUE,S95,FALSE,FALSE,TRUE,22/04/2016
84,24/11/2015,1994,0,0,4,FALSE,88,FALSE,FALSE,FALSE,
85,25/11/2015,2002,0,0,0,TRUE,S95,TRUE,FALSE,FALSE,
86,25/11/2015,2002,0,0,0,TRUE,S95,TRUE,FALSE,FALSE,
87,25/11/2015,2002,0,0,0,TRUE,1995,FALSE,FALSE,FALSE,
88,1/12/2015,2002,0,0,0,TRUE,S95,FALSE,FALSE,FALSE,
89,30/11/2015,2003,0,0,0,TRUE,S95,TRUE,FALSE,TRUE,12/08/2016
90,4/12/2015,2003,0,0,0,TRUE,S95,FALSE,FALSE,TRUE,12/08/2016
91,14/12/2015,2002,0,0,0,TRUE,S95,FALSE,FALSE,FALSE,
